title,document_no,document_no_empty_reason,issuer,authority_level,category,scope,regions,tags,source_url,published_at,effective_at,expired_at,effective_note,last_verified_at,review_cycle_days,replacement_regulation_id,summary,content,change_note
50461运输单位的小微型客运车辆载客 或小微型货运车辆超载 、经处罚 不改的(对直接负责的主管人员),新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|载货超载|罚款,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50461的行政处罚裁量基准，违法描述为“运输单位处 罚后不改”，适用于“运输单位的小微型客运车辆载客 或小微型货运车辆超载 、经处罚 不改的(对直接负责的主管人员)”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：运输单位的小微型客运车辆载客 或小微型货运车辆超载 、经处罚 不改的(对直接负责的主管人员)
违法规定：《中华人民共和国道路交通安全法 》第九十二条 公路客运车辆载客超过额定乘员的 ，处二百元以 上五百元以下罚款 ；超过额定乘员百分之二十或 者违反规定载货的 ，处五百元以上二千元以下罚 款。 货运机动车超过核定载质量的 ，处二百元以上五 百元以下罚款； 超过核定载质量百分之三十或者 违反规定载客的 ，处五百元以上二千元以下罚款 。 有前两款行为的 ， 由公安机关交通管理部门扣留 机动车至违法状态消除 。 运输单位的车辆有本条第一款 、第二款规定的情 形 ，经处罚不改的 ，对直接负责的主管人员处二 千元以上五千元以下罚款 。
法律条文：《中华人民共和国道路交通安全法 》第九十二条第四款运 输单位的车辆有本条第一款 、第二款规定的情形 ，经处罚 不改的 ，对直接负责的主管人员处二千元以上五千元以下 罚款。
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：2500
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50461号违法行为行结构化导入，待另一管理员复核后发布。
50462运输单位的中型客运车辆载客或 中型货运车辆超载 、经处罚不改 的 (对直接负责的主管人员),新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|载货超载|罚款,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50462的行政处罚裁量基准，违法描述为“运输单位处 罚后不改”，适用于“运输单位的中型客运车辆载客或 中型货运车辆超载 、经处罚不改 的 (对直接负责的主管人员)”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：运输单位的中型客运车辆载客或 中型货运车辆超载 、经处罚不改 的 (对直接负责的主管人员)
违法规定：《中华人民共和国道路交通安全法 》第九十二条 第四款（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十二条第四款 （具体法条条款同上 ）
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：3500
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50462号违法行为行结构化导入，待另一管理员复核后发布。
50463运输单位的大型客运车辆载客或 重型货运车辆超载 、经处罚不改 的 (对直接负责的主管人员),新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|载货超载|罚款,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50463的行政处罚裁量基准，违法描述为“运输单位处 罚后不改”，适用于“运输单位的大型客运车辆载客或 重型货运车辆超载 、经处罚不改 的 (对直接负责的主管人员)”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：运输单位的大型客运车辆载客或 重型货运车辆超载 、经处罚不改 的 (对直接负责的主管人员)
违法规定：《中华人民共和国道路交通安全法 》第九十二条 第四款（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十二条第四款 （具体法条条款同上 ）
违法记分数：0
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4500
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》50463号违法行为行结构化导入，待另一管理员复核后发布。
50471改变机动车型号 、发动机号 、车 架号或者车辆识别代号的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|擅自改号|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码50471的行政处罚裁量基准，违法描述为“擅自改号”，适用于“改变机动车型号 、发动机号 、车 架号或者车辆识别代号的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：改变机动车型号 、发动机号 、车 架号或者车辆识别代号的
违法规定：《中华人民共和国道路交通安全法 》第十六条任 何单位或者个人不得有下列行为 ：第二项改变机 动车型号 、发动机号 、车架号或者车辆识别代号 。
法律条文：《机动车登记规定 》第七十九条除第十六条 、第二十二条 、第二十三条规定的情形外 ，擅自改变机动车外形和已登 记的有关技术参数的 ， 由公安机关交通管理部门责令恢复 原状 ，并处警告或者五百元以下罚款 。
违法记分数：0
罚款最小值：0
罚款最大值：500
罚款默认值（指导基准）：480
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》50471号违法行为行结构化导入，待另一管理员复核后发布。
57012使用伪造 、变造摩托车 、拖拉机 等其他机动车号牌的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|摩托车|拖拉机|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码57012的行政处罚裁量基准，违法描述为“使用伪造、 变造的机动 车号牌的”，适用于“使用伪造 、变造摩托车 、拖拉机 等其他机动车号牌的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：使用伪造 、变造摩托车 、拖拉机 等其他机动车号牌的
违法规定：《中华人民共和国道路交通安全法 》第十六条任 何单位或者个人不得有下列行为 ：第三项伪造、 变造或者使用伪造 、变造的机动车登记证书 、号 牌 、行驶证 、检验合格标志 、保险标志。
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款伪 造 、变造或者使用伪造 、变造的机动车登记证书 、号牌、 行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收缴 ， 扣留该机动车 ，处十五日以下拘留 ，并处二千元以上五千 元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：12
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4800
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：3
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》57012号违法行为行结构化导入，待另一管理员复核后发布。
57013使用伪造 、变造小型 、微型非营 运载客汽车号牌的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码57013的行政处罚裁量基准，违法描述为“使用伪造、 变造的机动 车号牌的”，适用于“使用伪造 、变造小型 、微型非营 运载客汽车号牌的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：使用伪造 、变造小型 、微型非营 运载客汽车号牌的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 （具体法条条款同上 ）
违法记分数：12
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4800
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：5
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》57013号违法行为行结构化导入，待另一管理员复核后发布。
57014使用伪造 、变造中型及以上载货 汽车号牌的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|载货汽车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码57014的行政处罚裁量基准，违法描述为“使用伪造、 变造的机动 车号牌的”，适用于“使用伪造 、变造中型及以上载货 汽车号牌的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：使用伪造 、变造中型及以上载货 汽车号牌的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 （具体法条条款同上 ）
违法记分数：12
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4800
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：7
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》57014号违法行为行结构化导入，待另一管理员复核后发布。
57015使用伪造 、变造的中型及以上载 客汽车 、危险物品运输车辆 、校 车号牌的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|危险品运输车|校车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码57015的行政处罚裁量基准，违法描述为“使用伪造、 变造的机动 车号牌的”，适用于“使用伪造 、变造的中型及以上载 客汽车 、危险物品运输车辆 、校 车号牌的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：使用伪造 、变造的中型及以上载 客汽车 、危险物品运输车辆 、校 车号牌的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 （具体法条条款同上 ）
违法记分数：12
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4800
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：10
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》57015号违法行为行结构化导入，待另一管理员复核后发布。
57022使用伪造 、变造摩托车 、拖拉机 等其他机动车行驶证的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|摩托车|拖拉机|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码57022的行政处罚裁量基准，违法描述为“使用伪造、 变造的机动 车行驶证”，适用于“使用伪造 、变造摩托车 、拖拉机 等其他机动车行驶证的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：使用伪造 、变造摩托车 、拖拉机 等其他机动车行驶证的
违法规定：《中华人民共和国道路交通安全法 》第十六条任 何单位或者个人不得有下列行为 ：第三项伪造、 变造或者使用伪造 、变造的机动车登记证书 、号 牌 、行驶证 、检验合格标志 、保险标志。
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款伪 造 、变造或者使用伪造 、变造的机动车登记证书 、号牌、 行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收缴 ， 扣留该机动车 ，处十五日以下拘留 ，并处二千元以上五千 元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：12
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4800
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：3
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》57022号违法行为行结构化导入，待另一管理员复核后发布。
57023使用伪造 、变造小型 、微型非营 运载客汽车行驶证的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码57023的行政处罚裁量基准，违法描述为“使用伪造、 变造的机动 车行驶证”，适用于“使用伪造 、变造小型 、微型非营 运载客汽车行驶证的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：使用伪造 、变造小型 、微型非营 运载客汽车行驶证的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 （具体法条条款同上 ）
违法记分数：12
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4800
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：5
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》57023号违法行为行结构化导入，待另一管理员复核后发布。
57024使用伪造 、变造中型及以上载货 汽车行驶证的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|载货汽车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码57024的行政处罚裁量基准，违法描述为“使用伪造、 变造的机动 车行驶证”，适用于“使用伪造 、变造中型及以上载货 汽车行驶证的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：使用伪造 、变造中型及以上载货 汽车行驶证的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 （具体法条条款同上 ）
违法记分数：12
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4800
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：7
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》57024号违法行为行结构化导入，待另一管理员复核后发布。
57025使用伪造 、变造中型及以上载客 汽车 、危险物品运输车辆 、校车 行驶证的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|危险品运输车|校车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码57025的行政处罚裁量基准，违法描述为“使用伪造、 变造的机动 车行驶证”，适用于“使用伪造 、变造中型及以上载客 汽车 、危险物品运输车辆 、校车 行驶证的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：使用伪造 、变造中型及以上载客 汽车 、危险物品运输车辆 、校车 行驶证的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 （具体法条条款同上 ）
违法记分数：12
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4800
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：10
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》57025号违法行为行结构化导入，待另一管理员复核后发布。
57032使用伪造 、变造摩托车 、拖拉机 等其他机动车驾驶证的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|摩托车|拖拉机|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码57032的行政处罚裁量基准，违法描述为“使用伪造、 变造的机动 车驾驶证”，适用于“使用伪造 、变造摩托车 、拖拉机 等其他机动车驾驶证的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：使用伪造 、变造摩托车 、拖拉机 等其他机动车驾驶证的
违法规定：《中华人民共和国道路交通安全法 》第十六条任 何单位或者个人不得有下列行为 ：第三项伪造、 变造或者使用伪造 、变造的机动车登记证书 、号 牌 、行驶证 、检验合格标志 、保险标志。
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款伪 造 、变造或者使用伪造 、变造的机动车登记证书 、号牌、 行驶证 、驾驶证的 ， 由公安机关交通管理部门予以收缴 ， 扣留该机动车 ，处十五日以下拘留 ，并处二千元以上五千 元以下罚款； 构成犯罪的 ，依法追究刑事责任 。
违法记分数：12
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4800
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：3
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》57032号违法行为行结构化导入，待另一管理员复核后发布。
57033使用伪造 、变造小型 、微型非营 运载客汽车驾驶证的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码57033的行政处罚裁量基准，违法描述为“使用伪造、 变造的机动 车驾驶证”，适用于“使用伪造 、变造小型 、微型非营 运载客汽车驾驶证的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：使用伪造 、变造小型 、微型非营 运载客汽车驾驶证的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 （具体法条条款同上 ）
违法记分数：12
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4800
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：5
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》57033号违法行为行结构化导入，待另一管理员复核后发布。
57034使用伪造 、变造中型及以上载货 汽车驾驶证的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|载货汽车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码57034的行政处罚裁量基准，违法描述为“使用伪造、 变造的机动 车驾驶证”，适用于“使用伪造 、变造中型及以上载货 汽车驾驶证的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：使用伪造 、变造中型及以上载货 汽车驾驶证的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 （具体法条条款同上 ）
违法记分数：12
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4800
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：7
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》57034号违法行为行结构化导入，待另一管理员复核后发布。
57035使用伪造 、变造中型及以上载客 汽车 、危险物品运输车辆 、校车 驾驶证的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|伪造变造证牌|危险品运输车|校车|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码57035的行政处罚裁量基准，违法描述为“使用伪造、 变造的机动 车驾驶证”，适用于“使用伪造 、变造中型及以上载客 汽车 、危险物品运输车辆 、校车 驾驶证的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：使用伪造 、变造中型及以上载客 汽车 、危险物品运输车辆 、校车 驾驶证的
违法规定：《中华人民共和国道路交通安全法 》第十六条第 三项（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十六条第一款 （具体法条条款同上 ）
违法记分数：12
罚款最小值：2000
罚款最大值：5000
罚款默认值（指导基准）：4800
暂扣：
吊销：
拘留最小：1
拘留最大：15
拘留默认值（指导基准）：10
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》57035号违法行为行结构化导入，待另一管理员复核后发布。
60171驾驶载客汽车 、货运机动车以外 的其他机动车载人超过核定人数 的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|载客超员|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码60171的行政处罚裁量基准，违法描述为“其他机动车 载人超过核 定人数的”，适用于“驾驶载客汽车 、货运机动车以外 的其他机动车载人超过核定人数 的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：驾驶载客汽车 、货运机动车以外 的其他机动车载人超过核定人数 的
违法规定：《中华人民共和国道路交通安全法 》第四十九条 机动车载人不得超过核定的人数 ，客运机动车不 得违反规定载货 。
法律条文：《中华人民共和国道路交通安全法 》第九十条机动车驾驶 人违反道路交通安全法律 、法规关于道路通行规定的 ，处 警告或者二十元以上二百元以下罚款 。本法另有规定的， 依照规定处罚 。
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：60
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》60171号违法行为行结构化导入，待另一管理员复核后发布。
60292持有大型客车 、重型牵引挂车、 城市公交车 、 中型客车 、大型货 车驾驶证的驾驶人 、未按照规定 申报变更信息的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|持有大型客车、重型牵引挂车、城市公交车、中型客车|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码60292的行政处罚裁量基准，违法描述为“持有大型客 车 、重型牵 引挂车 、城 市公交车、 中型客车、 大型货车驾 驶证的驾驶 人 、未按照 规定申报变 更信息的”，适用于“持有大型客车 、重型牵引挂车、 城市公交车 、 中型客车 、大型货 车驾驶证的驾驶人 、未按照规定 申报变更信息的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：持有大型客车 、重型牵引挂车、 城市公交车 、 中型客车 、大型货 车驾驶证的驾驶人 、未按照规定 申报变更信息的
违法规定：《机动车驾驶证申领和使用规定 》第八十一条机 动车驾驶人联系电话 、联系地址等信息发生变化 的 ，应当在信息变更后三十日内 ， 向驾驶证核发 地车辆管理所备案 。 持有大型客车 、重型牵引挂车 、城市公交车 、 中 型客车 、大型货车驾驶证的驾驶人从业单位等信 息发生变化的 ，应当在信息变更后三十日内 ， 向 从业单位所在地车辆管理所备案 。
法律条文：《机动车驾驶证申领和使用规定 》第九十八条第一款机动 车驾驶人有下列行为之一的 ， 由公安机关交通管理部门处 二十元以上二百元以下罚款第三项持有大型客车 、重型牵 引挂车 、城市公交车 、 中型客车 、大型货车驾驶证的驾驶 人 ，未按照第八十一条规定申报变更信息的 。
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：150
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》60292号违法行为行结构化导入，待另一管理员复核后发布。
